الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
سعودي,الطائف,القر بنى عمر,مكة المكرمة,أنثى,67
سعودي,الطائف,القر بنى عمر,مكة المكرمة,ذكر,75
غير سعودي,الطائف,القر بنى عمر,مكة المكرمة,ذكر,7
سعودي,المجاردة,القرا,عسير,أنثى,4
سعودي,العرضيات,القرا,مكة المكرمة,أنثى,9
سعودي,ميسان,القرا,مكة المكرمة,أنثى,48
غير سعودي,ميسان,القرا,مكة المكرمة,أنثى,3
سعودي,المجاردة,القرا,عسير,ذكر,7
سعودي,العرضيات,القرا,مكة المكرمة,ذكر,8
سعودي,ميسان,القرا,مكة المكرمة,ذكر,54
غير سعودي,ميسان,القرا,مكة المكرمة,ذكر,20
سعودي,المجاردة,القراء,عسير,أنثى,8
سعودي,المجاردة,القراء,عسير,ذكر,11
سعودي,عيون الجواء,القرائن,القصيم,أنثى,70
سعودي,عيون الجواء,القرائن,القصيم,ذكر,67
غير سعودي,عيون الجواء,القرائن,القصيم,ذكر,26
سعودي,الحائط,القرارة,حائل,أنثى,12
سعودي,الحائط,القرارة,حائل,ذكر,8
سعودي,الدوادمي,القراره,الرياض,أنثى,836
غير سعودي,الدوادمي,القراره,الرياض,أنثى,35
سعودي,القويعية,القراره,الرياض,أنثى,36
سعودي,الطائف,القراره,مكة المكرمة,أنثى,345
غير سعودي,الطائف,القراره,مكة المكرمة,أنثى,14
سعودي,الموية,القراره,مكة المكرمة,أنثى,35
غير سعودي,الموية,القراره,مكة المكرمة,أنثى,4
سعودي,الدوادمي,القراره,الرياض,ذكر,809
غير سعودي,الدوادمي,القراره,الرياض,ذكر,342
سعودي,القويعية,القراره,الرياض,ذكر,40
غير سعودي,القويعية,القراره,الرياض,ذكر,76
سعودي,الطائف,القراره,مكة المكرمة,ذكر,309
غير سعودي,الطائف,القراره,مكة المكرمة,ذكر,105
سعودي,الموية,القراره,مكة المكرمة,ذكر,45
غير سعودي,الموية,القراره,مكة المكرمة,ذكر,12
سعودي,الليث,القراره (الصوامله),مكة المكرمة,أنثى,19
سعودي,الليث,القراره (الصوامله),مكة المكرمة,ذكر,11
غير سعودي,الليث,القراره (الصوامله),مكة المكرمة,ذكر,5
سعودي,العيص,القراصه,المدينة المنورة,أنثى,362
غير سعودي,العيص,القراصه,المدينة المنورة,أنثى,4
سعودي,العيص,القراصه,المدينة المنورة,ذكر,367
غير سعودي,العيص,القراصه,المدينة المنورة,ذكر,47
سعودي,الحرث,القراعه الشرقيه,جازان,أنثى,36
غير سعودي,الحرث,القراعه الشرقيه,جازان,أنثى,20
سعودي,الحرث,القراعه الشرقيه,جازان,ذكر,29
غير سعودي,الحرث,القراعه الشرقيه,جازان,ذكر,17
سعودي,الحرث,القراعه الشمالية,جازان,أنثى,102
غير سعودي,الحرث,القراعه الشمالية,جازان,أنثى,35
سعودي,الحرث,القراعه الشمالية,جازان,ذكر,84
غير سعودي,الحرث,القراعه الشمالية,جازان,ذكر,51
سعودي,احد المسارحة,القراعيه السفلى,جازان,أنثى,126
سعودي,احد المسارحة,القراعيه السفلى,جازان,ذكر,115
غير سعودي,احد المسارحة,القراعيه السفلى,جازان,ذكر,4
سعودي,احد المسارحة,القراعيه العليا,جازان,أنثى,222
سعودي,احد المسارحة,القراعيه العليا,جازان,ذكر,181
غير سعودي,احد المسارحة,القراعيه العليا,جازان,ذكر,11
سعودي,الدائر,القران,جازان,أنثى,41
سعودي,هروب,القران,جازان,أنثى,8
سعودي,رجال المع,القران,عسير,أنثى,232
غير سعودي,رجال المع,القران,عسير,أنثى,21
سعودي,محايل,القران,عسير,أنثى,105
سعودي,الدائر,القران,جازان,ذكر,33
سعودي,هروب,القران,جازان,ذكر,8
سعودي,رجال المع,القران,عسير,ذكر,194
غير سعودي,رجال المع,القران,عسير,ذكر,196
سعودي,محايل,القران,عسير,ذكر,82
غير سعودي,محايل,القران,عسير,ذكر,4
سعودي,الحجرة,القرانه,الباحة,أنثى,14
سعودي,الحجرة,القرانه,الباحة,ذكر,9
سعودي,محايل,القراه,عسير,أنثى,6
سعودي,محايل,القراه,عسير,ذكر,3
سعودي,المجاردة,القراه (راجح ),عسير,أنثى,3
سعودي,المجاردة,القراه (راجح ),عسير,ذكر,6
سعودي,العارضة,القراهبة,جازان,ذكر,4
سعودي,الدوادمي,القراين,الرياض,أنثى,38
غير سعودي,الدوادمي,القراين,الرياض,أنثى,3
سعودي,الدوادمي,القراين,الرياض,ذكر,30
غير سعودي,الدوادمي,القراين,الرياض,ذكر,6
سعودي,القنفذة,القرتوت,مكة المكرمة,أنثى,23
سعودي,القنفذة,القرتوت,مكة المكرمة,ذكر,16
سعودي,احد رفيدة,القرحاء,عسير,أنثى,291
غير سعودي,احد رفيدة,القرحاء,عسير,أنثى,10
سعودي,احد رفيدة,القرحاء,عسير,ذكر,281
غير سعودي,احد رفيدة,القرحاء,عسير,ذكر,36
سعودي,الدائر,القرحان,جازان,أنثى,109
سعودي,الدائر,القرحان,جازان,ذكر,89
غير سعودي,الدائر,القرحان,جازان,ذكر,66
سعودي,العرضيات,القرده,مكة المكرمة,أنثى,100
سعودي,العرضيات,القرده,مكة المكرمة,ذكر,96
غير سعودي,العرضيات,القرده,مكة المكرمة,ذكر,9
سعودي,أضم,القرشوع بالكفو,مكة المكرمة,أنثى,18
سعودي,أضم,القرشوع بالكفو,مكة المكرمة,ذكر,11
سعودي,أضم,القرشوع بملحه,مكة المكرمة,أنثى,49
سعودي,أضم,القرشوع بملحه,مكة المكرمة,ذكر,40
سعودي,ينبع,القرص,المدينة المنورة,أنثى,86
سعودي,املج,القرص,تبوك,أنثى,377
غير سعودي,املج,القرص,تبوك,أنثى,7
سعودي,بارق,القرص,عسير,أنثى,66
سعودي,ينبع,القرص,المدينة المنورة,ذكر,104
غير سعودي,ينبع,القرص,المدينة المنورة,ذكر,42
سعودي,املج,القرص,تبوك,ذكر,378
غير سعودي,املج,القرص,تبوك,ذكر,146
سعودي,بارق,القرص,عسير,ذكر,61
غير سعودي,بارق,القرص,عسير,ذكر,7
سعودي,مكة المكرمة (مقر الإمارة),القرضه,مكة المكرمة,أنثى,6
سعودي,مكة المكرمة (مقر الإمارة),القرضه,مكة المكرمة,ذكر,11
غير سعودي,مكة المكرمة (مقر الإمارة),القرضه,مكة المكرمة,ذكر,4
سعودي,بني حسن,القرعاء,الباحة,أنثى,111
غير سعودي,بني حسن,القرعاء,الباحة,أنثى,5
سعودي,سكاكا (مقر الامارة),القرعاء,الجوف,أنثى,53
غير سعودي,سكاكا (مقر الامارة),القرعاء,الجوف,أنثى,4
سعودي,بريدة (مقرالامارة),القرعاء,القصيم,أنثى,61
غير سعودي,بريدة (مقرالامارة),القرعاء,القصيم,أنثى,25
سعودي,قرية العليا,القرعاء,المنطقة الشرقية,أنثى,206
غير سعودي,قرية العليا,القرعاء,المنطقة الشرقية,أنثى,44
سعودي,العيدابي,القرعاء,جازان,أنثى,22
سعودي,بني حسن,القرعاء,الباحة,ذكر,94
غير سعودي,بني حسن,القرعاء,الباحة,ذكر,4
سعودي,سكاكا (مقر الامارة),القرعاء,الجوف,ذكر,56
غير سعودي,سكاكا (مقر الامارة),القرعاء,الجوف,ذكر,27
سعودي,بريدة (مقرالامارة),القرعاء,القصيم,ذكر,69
غير سعودي,بريدة (مقرالامارة),القرعاء,القصيم,ذكر,73
سعودي,قرية العليا,القرعاء,المنطقة الشرقية,ذكر,217
غير سعودي,قرية العليا,القرعاء,المنطقة الشرقية,ذكر,74
سعودي,العيدابي,القرعاء,جازان,ذكر,17
غير سعودي,العيدابي,القرعاء,جازان,ذكر,4
سعودي,المجاردة,القرعاء (الحضن),عسير,أنثى,27
سعودي,المجاردة,القرعاء (الحضن),عسير,ذكر,22
سعودي,العارضة,القرعه,جازان,أنثى,13
سعودي,العارضة,القرعه,جازان,ذكر,11
سعودي,العارضة,القرعه وتشمل,جازان,أنثى,102
غير سعودي,العارضة,القرعه وتشمل,جازان,أنثى,8
سعودي,العارضة,القرعه وتشمل,جازان,ذكر,99
غير سعودي,العارضة,القرعه وتشمل,جازان,ذكر,36
سعودي,القريات,القرقر,الجوف,أنثى,9
سعودي,القريات,القرقر,الجوف,ذكر,7
سعودي,البرك,القرمل,عسير,أنثى,64
سعودي,البرك,القرمل,عسير,ذكر,67
سعودي,فرعة غامد الزناد,القرن,الباحة,أنثى,41
سعودي,قلوة,القرن,الباحة,أنثى,104
سعودي,المدينة المنورة (مقر الامارة),القرن,المدينة المنورة,أنثى,4
سعودي,وادي الفرع,القرن,المدينة المنورة,أنثى,17
سعودي,الحرث,القرن,جازان,أنثى,6
سعودي,الدائر,القرن,جازان,أنثى,121
سعودي,الريث,القرن,جازان,أنثى,7
سعودي,الطوال,القرن,جازان,أنثى,79
غير سعودي,الطوال,القرن,جازان,أنثى,6
سعودي,ابها (مقر الإمارة),القرن,عسير,أنثى,66
سعودي,الحرجة,القرن,عسير,أنثى,8
سعودي,بارق,القرن,عسير,أنثى,21
سعودي,محايل,القرن,عسير,أنثى,47
سعودي,العرضيات,القرن,مكة المكرمة,أنثى,99
غير سعودي,العرضيات,القرن,مكة المكرمة,أنثى,8
سعودي,ميسان,القرن,مكة المكرمة,أنثى,17
سعودي,بدر الجنوب,القرن,نجران,أنثى,3
سعودي,فرعة غامد الزناد,القرن,الباحة,ذكر,34
غير سعودي,فرعة غامد الزناد,القرن,الباحة,ذكر,3
سعودي,قلوة,القرن,الباحة,ذكر,82
غير سعودي,قلوة,القرن,الباحة,ذكر,14
سعودي,المدينة المنورة (مقر الامارة),القرن,المدينة المنورة,ذكر,3
غير سعودي,المدينة المنورة (مقر الامارة),القرن,المدينة المنورة,ذكر,12
سعودي,وادي الفرع,القرن,المدينة المنورة,ذكر,29
غير سعودي,الحرث,القرن,جازان,ذكر,3
سعودي,الدائر,القرن,جازان,ذكر,122
غير سعودي,الدائر,القرن,جازان,ذكر,5
سعودي,الريث,القرن,جازان,ذكر,19
سعودي,الطوال,القرن,جازان,ذكر,94
غير سعودي,الطوال,القرن,جازان,ذكر,5
سعودي,العارضة,القرن,جازان,ذكر,4
سعودي,ابها (مقر الإمارة),القرن,عسير,ذكر,65
غير سعودي,ابها (مقر الإمارة),القرن,عسير,ذكر,17
سعودي,الحرجة,القرن,عسير,ذكر,10
سعودي,بارق,القرن,عسير,ذكر,13
سعودي,محايل,القرن,عسير,ذكر,61
غير سعودي,محايل,القرن,عسير,ذكر,5
سعودي,العرضيات,القرن,مكة المكرمة,ذكر,86
غير سعودي,العرضيات,القرن,مكة المكرمة,ذكر,50
سعودي,ميسان,القرن,مكة المكرمة,ذكر,16
غير سعودي,ميسان,القرن,مكة المكرمة,ذكر,3
سعودي,بدر الجنوب,القرن,نجران,ذكر,5
غير سعودي,بدر الجنوب,القرن,نجران,ذكر,5
سعودي,العرضيات,القرن (قرن بن دجره),مكة المكرمة,أنثى,56
