,الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
24873,غير سعودي,الحرث,المروي,جازان,أنثى,40
24874,سعودي,العارضة,المروي,جازان,أنثى,110
24875,سعودي,هروب,المروي,جازان,أنثى,19
24876,سعودي,الحرث,المروي,جازان,ذكر,13
24877,غير سعودي,الحرث,المروي,جازان,ذكر,34
24878,سعودي,العارضة,المروي,جازان,ذكر,121
24879,غير سعودي,العارضة,المروي,جازان,ذكر,14
24880,سعودي,هروب,المروي,جازان,ذكر,12
24881,سعودي,فيفا,المرويغه,جازان,أنثى,38
24882,سعودي,فيفا,المرويغه,جازان,ذكر,49
24883,سعودي,القويعية,المريبخ,الرياض,أنثى,16
24884,سعودي,القويعية,المريبخ,الرياض,ذكر,16
24885,سعودي,بارق,المريبعه,عسير,أنثى,94
24886,غير سعودي,بارق,المريبعه,عسير,أنثى,10
24887,سعودي,بارق,المريبعه,عسير,ذكر,114
24888,غير سعودي,بارق,المريبعه,عسير,ذكر,46
24889,سعودي,القنفذة,المريبى,مكة المكرمة,أنثى,116
24890,سعودي,القنفذة,المريبى,مكة المكرمة,ذكر,113
24891,غير سعودي,القنفذة,المريبى,مكة المكرمة,ذكر,9
24892,سعودي,قلوة,المريبى وحناك الرين,الباحة,أنثى,136
24893,سعودي,قلوة,المريبى وحناك الرين,الباحة,ذكر,126
24894,غير سعودي,قلوة,المريبى وحناك الرين,الباحة,ذكر,12
24895,سعودي,العرضيات,المريبي,مكة المكرمة,أنثى,135
24896,سعودي,العرضيات,المريبي,مكة المكرمة,ذكر,125
24897,غير سعودي,العرضيات,المريبي,مكة المكرمة,ذكر,27
24898,سعودي,قلوة,المريخ,الباحة,أنثى,13
24899,سعودي,العرضيات,المريخ,مكة المكرمة,أنثى,139
24900,غير سعودي,العرضيات,المريخ,مكة المكرمة,أنثى,7
24901,سعودي,الليث,المريخ,مكة المكرمة,أنثى,19
24902,سعودي,قلوة,المريخ,الباحة,ذكر,17
24903,غير سعودي,قلوة,المريخ,الباحة,ذكر,5
24904,سعودي,العرضيات,المريخ,مكة المكرمة,ذكر,107
24905,غير سعودي,العرضيات,المريخ,مكة المكرمة,ذكر,40
24906,سعودي,الليث,المريخ,مكة المكرمة,ذكر,22
24907,غير سعودي,الليث,المريخ,مكة المكرمة,ذكر,6
24908,سعودي,بحرة,المريخه,مكة المكرمة,أنثى,34
24909,سعودي,بحرة,المريخه,مكة المكرمة,ذكر,30
24910,غير سعودي,بحرة,المريخه,مكة المكرمة,ذكر,7
24911,سعودي,ابو عريش,المريخيه,جازان,أنثى,326
24912,غير سعودي,ابو عريش,المريخيه,جازان,أنثى,10
24913,سعودي,ابو عريش,المريخيه,جازان,ذكر,301
24914,غير سعودي,ابو عريش,المريخيه,جازان,ذكر,75
24915,سعودي,سكاكا (مقر الامارة),المرير,الجوف,أنثى,4
24916,غير سعودي,سكاكا (مقر الامارة),المرير,الجوف,أنثى,3
24917,سعودي,حائل(مقر الامارة),المرير,حائل,أنثى,56
24918,سعودي,خليص,المرير,مكة المكرمة,أنثى,18
24919,سعودي,سكاكا (مقر الامارة),المرير,الجوف,ذكر,5
24920,غير سعودي,سكاكا (مقر الامارة),المرير,الجوف,ذكر,45
24921,غير سعودي,المدينة المنورة (مقر الامارة),المرير,المدينة المنورة,ذكر,3
24922,سعودي,حائل(مقر الامارة),المرير,حائل,ذكر,75
24923,غير سعودي,حائل(مقر الامارة),المرير,حائل,ذكر,28
24924,سعودي,خليص,المرير,مكة المكرمة,ذكر,10
24925,سعودي,الحائط,المــريــر,حائل,أنثى,51
24926,سعودي,الحائط,المــريــر,حائل,ذكر,37
24927,سعودي,دومة الجندل,المرير وأم قصير,الجوف,أنثى,7
24928,سعودي,دومة الجندل,المرير وأم قصير,الجوف,ذكر,4
24929,غير سعودي,دومة الجندل,المرير وأم قصير,الجوف,ذكر,3
24930,سعودي,الجموم,المريره,مكة المكرمة,أنثى,9
24931,سعودي,الجموم,المريره,مكة المكرمة,ذكر,9
24932,سعودي,ابها (مقر الإمارة),المريش,عسير,أنثى,656
24933,غير سعودي,ابها (مقر الإمارة),المريش,عسير,أنثى,69
24934,سعودي,ابها (مقر الإمارة),المريش,عسير,ذكر,614
24935,غير سعودي,ابها (مقر الإمارة),المريش,عسير,ذكر,318
24936,سعودي,خليص,المريصيع,مكة المكرمة,أنثى,18
24937,سعودي,خليص,المريصيع,مكة المكرمة,ذكر,19
24938,سعودي,خميس  مشيط,المريفق,عسير,أنثى,17
24939,سعودي,ميسان,المريفق,مكة المكرمة,أنثى,12
24940,غير سعودي,ميسان,المريفق,مكة المكرمة,أنثى,7
24941,سعودي,خميس  مشيط,المريفق,عسير,ذكر,16
24942,غير سعودي,خميس  مشيط,المريفق,عسير,ذكر,6
24943,سعودي,ميسان,المريفق,مكة المكرمة,ذكر,12
24944,غير سعودي,ميسان,المريفق,مكة المكرمة,ذكر,20
24945,سعودي,ميسان,المريكبه,مكة المكرمة,ذكر,4
24946,غير سعودي,ميسان,المريكبه,مكة المكرمة,ذكر,4
24947,سعودي,الحناكية,المريه,المدينة المنورة,أنثى,11
24948,سعودي,الحناكية,المريه,المدينة المنورة,ذكر,16
24949,غير سعودي,الحناكية,المريه,المدينة المنورة,ذكر,9
24950,سعودي,أضم,المريه العليا,مكة المكرمة,أنثى,10
24951,سعودي,أضم,المريه العليا,مكة المكرمة,ذكر,8
24952,غير سعودي,أضم,المريه العليا,مكة المكرمة,ذكر,3
24953,سعودي,الدائر,المريوى,جازان,أنثى,28
24954,سعودي,الدائر,المريوى,جازان,ذكر,41
24955,غير سعودي,الدائر,المريوى,جازان,ذكر,5
24956,سعودي,المزاحمية,المزاحمية,الرياض,أنثى,19512
24957,غير سعودي,المزاحمية,المزاحمية,الرياض,أنثى,2600
24958,سعودي,المهد,المزاحمية,المدينة المنورة,أنثى,56
24959,سعودي,المزاحمية,المزاحمية,الرياض,ذكر,19631
24960,غير سعودي,المزاحمية,المزاحمية,الرياض,ذكر,13861
24961,سعودي,المهد,المزاحمية,المدينة المنورة,ذكر,44
24962,غير سعودي,المهد,المزاحمية,المدينة المنورة,ذكر,4
24963,سعودي,هروب,المزار,جازان,أنثى,39
24964,سعودي,هروب,المزار,جازان,ذكر,29
24965,غير سعودي,الكامل,المزارع (النخيل),مكة المكرمة,ذكر,3
24966,سعودي,خميس  مشيط,المزارقه,عسير,أنثى,21
24967,سعودي,خميس  مشيط,المزارقه,عسير,ذكر,24
24968,غير سعودي,خميس  مشيط,المزارقه,عسير,ذكر,5
24969,سعودي,ميسان,المزاريع,مكة المكرمة,أنثى,3
24970,سعودي,ميسان,المزاريع,مكة المكرمة,ذكر,4
24971,سعودي,الدائر,المزافله,جازان,أنثى,49
24972,غير سعودي,الدائر,المزافله,جازان,أنثى,3
24973,سعودي,الدائر,المزافله,جازان,ذكر,47
24974,غير سعودي,الدائر,المزافله,جازان,ذكر,7
24975,سعودي,فيفا,المزام وماحولة,جازان,أنثى,35
24976,سعودي,فيفا,المزام وماحولة,جازان,ذكر,44
24977,غير سعودي,فيفا,المزام وماحولة,جازان,ذكر,9
24978,سعودي,الاحساء,المزاوى,المنطقة الشرقية,أنثى,576
24979,غير سعودي,الاحساء,المزاوى,المنطقة الشرقية,أنثى,27
24980,سعودي,الاحساء,المزاوى,المنطقة الشرقية,ذكر,599
24981,غير سعودي,الاحساء,المزاوى,المنطقة الشرقية,ذكر,76
24982,سعودي,الحرث,المزبرات السفلى,جازان,أنثى,7
24983,سعودي,الحرث,المزبرات السفلى,جازان,ذكر,5
24984,سعودي,المخواة,المزبن,الباحة,أنثى,29
24985,سعودي,المخواة,المزبن,الباحة,ذكر,25
24986,سعودي,بارق,المزبوره,عسير,أنثى,19
24987,سعودي,بارق,المزبوره,عسير,ذكر,24
24988,سعودي,العارضة,المزحيتر,جازان,أنثى,153
24989,غير سعودي,العارضة,المزحيتر,جازان,أنثى,47
24990,سعودي,العارضة,المزحيتر,جازان,ذكر,167
24991,غير سعودي,العارضة,المزحيتر,جازان,ذكر,76
24992,سعودي,الدائر,المزدرب,جازان,أنثى,3
24993,سعودي,الدائر,المزدرب,جازان,ذكر,5
24994,سعودي,مكة المكرمة (مقر الإمارة),المزر,مكة المكرمة,أنثى,100
24995,غير سعودي,مكة المكرمة (مقر الإمارة),المزر,مكة المكرمة,أنثى,14
24996,سعودي,مكة المكرمة (مقر الإمارة),المزر,مكة المكرمة,ذكر,93
24997,غير سعودي,مكة المكرمة (مقر الإمارة),المزر,مكة المكرمة,ذكر,43
24998,سعودي,هروب,المزراء,جازان,أنثى,9
24999,سعودي,هروب,المزراء,جازان,ذكر,7
25000,سعودي,القنفذة,المزراب,مكة المكرمة,أنثى,96
25001,سعودي,القنفذة,المزراب,مكة المكرمة,ذكر,100
25002,غير سعودي,القنفذة,المزراب,مكة المكرمة,ذكر,7
25003,سعودي,هروب,المزرب,جازان,أنثى,47
25004,سعودي,هروب,المزرب,جازان,ذكر,52
25005,سعودي,العقيق,المزرع,الباحة,أنثى,134
25006,سعودي,الطائف,المزرع,مكة المكرمة,أنثى,19
25007,سعودي,العقيق,المزرع,الباحة,ذكر,132
25008,غير سعودي,العقيق,المزرع,الباحة,ذكر,27
25009,سعودي,الطائف,المزرع,مكة المكرمة,ذكر,18
25010,سعودي,المهد,المزرع (اليبس),المدينة المنورة,أنثى,397
25011,غير سعودي,المهد,المزرع (اليبس),المدينة المنورة,أنثى,6
25012,سعودي,المهد,المزرع (اليبس),المدينة المنورة,ذكر,400
25013,غير سعودي,المهد,المزرع (اليبس),المدينة المنورة,ذكر,52
25014,سعودي,المخواة,المزرعه,الباحة,أنثى,10
25015,سعودي,بلجرشي,المزرعه,الباحة,أنثى,27
25016,غير سعودي,بلجرشي,المزرعه,الباحة,أنثى,5
25017,سعودي,ينبع,المزرعه,المدينة المنورة,أنثى,9
25018,سعودي,المخواة,المزرعه,الباحة,ذكر,8
25019,سعودي,بلجرشي,المزرعه,الباحة,ذكر,34
25020,غير سعودي,بلجرشي,المزرعه,الباحة,ذكر,9
25021,سعودي,ينبع,المزرعه,المدينة المنورة,ذكر,10
25022,غير سعودي,ينبع,المزرعه,المدينة المنورة,ذكر,6
25023,سعودي,العارضة,المزرق,جازان,أنثى,34
25024,غير سعودي,العارضة,المزرق,جازان,أنثى,15
25025,سعودي,العارضة,المزرق,جازان,ذكر,26
25026,غير سعودي,العارضة,المزرق,جازان,ذكر,12
25027,سعودي,أضم,المزروبه,مكة المكرمة,أنثى,21
25028,سعودي,أضم,المزروبه,مكة المكرمة,ذكر,18
25029,سعودي,هروب,المزروقه,جازان,أنثى,53
25030,سعودي,هروب,المزروقه,جازان,ذكر,54
